,segment_id,time_to_eruption,sensor_1_mean,sensor_1_std,sensor_2_mean,sensor_2_std,sensor_3_mean,sensor_3_std,sensor_4_mean,sensor_4_std,sensor_5_mean,sensor_5_std,sensor_6_mean,sensor_6_std,sensor_7_mean,sensor_7_std,sensor_8_mean,sensor_8_std,sensor_9_mean,sensor_9_std,sensor_10_mean,sensor_10_std,days_to_eruption,class
33,678169850,17808441,30146.66125886628,102688.18036522373,50175.38802461205,100075.26149069254,0.0,0.0,28006.830941199507,83906.18165624465,21041.83921814616,43435.19828895848,103847.47122974996,400045.3304774851,33458.423969328185,120524.00760454506,48930.19648020373,191635.43512411145,0.0,0.0,54314.45181347883,177464.78259156313,2.0,A
34,823017486,6227679,12852.52674375004,42193.9635253981,69944.68974970405,123766.68564185765,15938.665522802356,40444.32825864064,20368.67576015112,46464.670879484176,11703.637836602922,24219.4809113304,31113.75139640917,65665.56251145883,34971.403685178964,51551.93338677007,46036.1570214715,73352.66563726505,20476.907700511867,51349.8922895615,26654.320999230167,79517.86930729871,1.0,A
35,1098612833,32331124,45635.31135328825,129178.56774800527,181753.06369692762,384996.4283917975,38561.214671013135,131113.50022716942,55869.14598329376,168902.39666495667,0.0,0.0,51189.23589935198,159677.11273472142,59823.1796491561,116533.811142424,75110.93749058031,112995.37144933175,49983.00354745823,149004.86267241614,81786.35049052005,266510.1881530704,4.0,B
36,2102366851,1993608,227140.1399437293,956735.2126176484,773364.7307475725,2007307.0450148927,252924.77152579013,1055853.6024573266,308418.0901875577,1069917.0718411263,105903.54430078897,332772.67972653115,108452.75445234675,598270.1323957222,107428.14135976446,514667.6999748787,123143.87453015945,456792.8138171486,336742.0401267261,1229620.2514248053,334582.3057116416,1350506.6677367322,0.0,A
37,1537766774,41038586,188080.1595175445,266028.7774095832,116839.0665519766,167490.503078874,48760.19944389568,162901.29822186872,68094.30160206817,102344.14588283484,29109.3755478872,34956.796151334,108393.67555838457,295490.4591898251,46839.7468212512,161574.00286589793,38699.04396921559,226714.036144276,52109.10985918778,92974.76821737162,96301.00069693674,165927.08800684038,5.0,C
38,1243491909,10349522,21084.019818512228,61849.01916157983,98268.17832329481,225877.37988791364,28978.017909073536,76515.76109619609,31677.399467192765,84538.14128920122,20253.108902366253,44063.92460664869,51948.855825044666,93896.5382039432,71546.21124180341,100777.56521046568,64578.526922480254,115585.72980473755,29750.61701898828,80296.76493923072,43172.66040347252,119151.12645400605,1.0,A
39,794676693,44476899,162102.4111205942,167153.35806642176,0.0,0.0,32088.845724262614,103853.35611692107,65255.76220403421,195363.16126976308,4618.004341786951,8790.745863197159,72480.23565970799,217805.2844535716,0.0,0.0,51377.07101028549,168152.26642132582,39751.984182133805,115560.87175074375,68380.15970077315,208859.11070060648,5.0,C
40,1090755834,7412828,55377.03226077488,88897.07097695071,61974.17996068378,123756.29530367488,37430.631236230525,75844.34826941465,54081.28875761113,115208.70352561033,14264.730847309367,28818.06230419344,54943.15418808773,81205.1927757977,52768.576443195234,92056.04292706052,60817.71376590679,100281.69984340905,64450.26414890272,102631.62219986312,78308.89690313175,158461.02578589533,1.0,A
41,914704761,4282611,26694.138696169808,92061.0156241976,119998.36053281838,270824.62276905443,32101.29064829001,99097.09781101668,37041.48439502584,107868.91393704472,20524.5524862396,45847.772370017214,32851.572200763825,77506.33812024759,21942.57410325465,64998.82845619576,23066.73568596405,80632.64524607423,39485.19680354668,118824.89549778578,48544.838377690976,152390.16708923015,0.0,A
42,978309515,20364404,17307.828211435404,53523.919219726726,0.0,0.0,16048.414672063078,47335.515324908265,22995.591289963068,60201.7429264505,20270.14607656147,39678.97734256239,21912.316164979093,45666.21689421487,12971.549168820307,47868.95399042039,0.0,0.0,21093.71064610813,57187.08395531905,42518.66087887808,122284.36023190305,2.0,A
43,1557614721,23711741,16695.70773993223,49417.56859646002,0.0,0.0,15750.787731068547,46377.884683576915,21853.72805511573,52626.98117229904,18732.35842576603,37605.5263227269,19710.105643314328,43791.60665862318,24478.38494272313,44544.83179612825,0.0,0.0,19374.6926227876,51780.44657917196,39701.54859360623,110723.1133036876,3.0,B
44,1663507226,40819831,34660.4578569163,114806.20309849172,196096.1885972345,409405.6076121465,32828.132829792434,104192.84816493324,54160.37865659122,151080.3828854121,0.0,0.0,77548.24003430112,190181.80811582526,56591.137070808974,123528.74555871825,53613.723677187234,111477.32430369678,52043.79703483572,136212.0431045705,81122.65111453719,242824.7228466195,5.0,C
45,536501947,43098610,16787.92539249655,33418.17259531242,89164.01285948188,148212.43604410658,19270.886192790647,42892.99341751351,32417.729342930917,63050.20222498048,22040.525854661642,29327.26474833085,46824.2484351901,90806.47715036944,89271.04213175358,113897.66186097347,46035.65633729111,69943.7209378914,30599.422496387422,52535.13352153211,47697.232665579206,75951.7816314763,5.0,C
46,1918352299,25014032,23731.866275685097,65376.311575786924,0.0,0.0,18366.8788784628,54272.16025338136,32379.12138799319,81042.80615776106,20105.37510389963,42288.06164988,479072.6038604049,620109.093743241,66888.72538522414,115867.83850812045,51032.186303638606,137754.90838942642,25278.11996875692,65942.54045971614,50566.19627660421,134776.83272598372,3.0,B
47,1413955161,6955341,26194.448440698307,80854.64347804117,157811.28626903266,390306.1230892496,23572.371381505487,72760.62220128128,38507.49545029146,99649.59053136682,24559.86142360514,56069.15412964718,64860.20088819934,94037.33334667594,55418.33477815887,86991.31483733396,56495.88390327546,117418.52627388095,32349.066904508345,95100.19909036279,54481.720226455036,161535.94537629158,1.0,A
48,176160971,28425095,26286.86826756101,84224.46284215235,136012.28093190756,174896.36181891436,26027.62611141105,61423.95199475966,26558.154910507157,63617.5558383758,28925.57958459377,54272.07194165656,70753.79201375443,75674.49932384392,20247.771347207366,61496.54603992267,37058.543615084265,55910.64851413253,28811.6060181116,71588.18728470206,54813.357439427,219377.90191337184,3.0,B
49,1201950963,4716683,21085.038527608285,70351.69915697836,0.0,0.0,18717.29854622217,61653.777315046755,47222.95680036751,147977.23339523625,20815.168510858188,41375.419012710096,48569.69542675735,151460.46175698072,30017.510143123636,97740.04984537387,0.0,0.0,37106.66245785765,71567.66857552106,50947.84777541462,152817.33081528996,1.0,A
50,1899738295,31368571,19654.78435093764,62084.26161253044,54203.81024419,116236.90810540985,19513.935357126942,50777.92376076434,25295.51904086368,55485.712698585936,25256.09989562957,52543.567114054844,19141.81893291736,50069.64948022918,12570.384219696987,55742.05480590057,19920.58575202196,50181.81614729935,31263.373630318423,60688.02366336362,54696.58684745788,153276.0208241605,4.0,B
51,1737493119,3544851,26771.85011987689,88445.1826038294,118577.87560608404,289521.6752181714,25144.137505508075,68591.93747102244,31303.51414922452,84610.692723061,21939.37604853581,54830.990024410086,55584.850932967995,71088.92999350958,45026.41780739449,69180.06919484926,45579.32365092143,67713.06838352085,33318.018105097755,100318.5763905784,57528.43791110394,211139.3701831881,0.0,A
52,1202935850,4208163,1503773.7390461175,4761500.855864873,1546484.8838922938,4071284.2528632064,1264657.9550524428,3841278.2331741983,1237431.2319350254,3843428.7414659364,686715.372496116,1792554.178329809,378782.0333187064,2015384.8846982687,73489.25688437595,279867.7503597957,159344.04171552946,667673.0056309797,1377413.1913224412,4291795.124169257,1765809.0400864847,4451193.0226056,0.0,A
53,1728354879,26997712,28985.52823019601,139615.3908138043,134930.5811968743,237502.7829255955,27107.335056808,114895.03234659595,46514.18929136836,135385.0652647489,2525.2292289812626,4635.119352003897,234380.9105646286,375949.3852022794,100122.10708132316,214636.4117314521,57303.91447285199,271653.0760672857,52494.709596983215,100881.67688459068,70081.33270916155,250307.59727754648,3.0,B
54,1324761660,6732691,64448.85912198957,200726.38941040906,118521.72558642412,213662.53120896878,49406.180415103074,175332.05558524214,83318.88792235813,160011.47246408626,68456.26106740562,81581.20579342007,66573.05213117658,273445.0643119312,13436.289359410117,8192.094404876541,12518.805077696728,17858.925500293815,60690.13141281577,197962.34976060945,134928.02316926705,418221.2676604686,1.0,A
55,1381856680,28256064,10385.119304272945,25864.596023760474,64620.3338391991,115855.5591859622,11436.45369507735,25409.816226811934,14338.106704165632,32946.52833102845,19346.284674590013,34837.762783812184,13463.391012394795,40173.95434991636,10929.467596622357,35982.43864201313,20623.935085426132,37880.353622250215,15238.113744224285,34375.05254193025,25859.45635171355,65827.2636790223,3.0,B
56,1740565995,28152400,37745.7543661357,126384.24748042994,181109.6684829433,389603.31519451365,33575.951527115554,116042.0044355561,51296.363786740374,149803.18456092052,0.0,0.0,33285.728618524394,156449.92370247954,32980.104767507306,105797.99624291188,26902.646681674043,83118.21640631418,47221.82045611057,136314.12917967452,78371.8650775045,237256.6125442521,3.0,B
57,696971052,33561672,16703.553130715583,53978.589130025146,0.0,0.0,15501.139971917468,50693.18256764404,22691.580118522554,60476.02366667918,16775.022339652693,33380.721388309954,36761.33709777203,69716.59539996053,14277.566117680915,51844.15149216588,0.0,0.0,21353.590968463253,59580.37445710778,40798.197790902166,110881.9119419663,4.0,B
58,1804779174,25240759,17492.17348467921,49017.291184116104,0.0,0.0,14776.218325357395,43089.79461534121,21226.640794793057,55577.229718520524,18604.73473101788,37194.415821199786,16270.65209697442,50459.17530147365,11546.991674352583,42965.42634363905,0.0,0.0,20723.37828548026,56056.789520017206,40867.693686661565,114510.40719506776,3.0,B
59,1937012872,37178418,40177.29607041937,133776.96808414007,0.0,0.0,37435.85621676132,133623.66927098425,58203.64339643862,166869.58143891525,0.0,0.0,44416.14406569762,155327.4910765141,25485.631958907514,109780.9399374666,29894.4863497502,84587.73580912607,51489.48917630039,157784.27142373956,78702.04581789789,246923.54713239288,4.0,B
60,1592618501,34021266,33473.3028254096,80468.44257635363,59580.83324611536,123071.04759800545,0.0,0.0,27547.22304360304,74319.52924764968,19942.463741473854,40841.78127002137,45672.754729088294,113217.53125606981,54817.766683454814,90133.06575876645,70920.53170441683,116189.669164977,26634.351330451602,81125.2070487238,51931.709690623815,195245.2435991868,4.0,B
61,155056884,7914663,46323.25960014755,189842.09778402984,98095.97736347489,255514.3071825704,66962.1487117651,196980.97692640388,66674.52192658199,187775.40660619765,27154.63839826019,69277.62332777338,83492.71890585306,158615.82036804387,82936.02317753268,151018.79536480436,65214.40370363616,159285.6249750856,62437.53330697602,221859.165215281,82626.9518302583,319668.12282949546,1.0,A
62,672285731,29786268,9210.228633912044,23349.21539989345,60252.00166133058,86559.94057170431,8062.146575263912,22243.685459486518,11552.922113994931,26826.949513161617,19356.23482213681,27355.397351622734,21578.845596836083,43469.10755818314,8166.27918034616,29961.059797416317,17486.630857855725,35739.49400047728,13348.389529718313,27765.86137327127,19805.26019322779,51787.01324829702,3.0,B
63,1750688026,11802407,49520.661556183164,86752.62781373278,66307.33765502,100633.6018517362,0.0,0.0,22894.180660870898,66272.70955565287,20489.15946031796,37747.61359679212,77062.12106604189,214129.91809124628,37363.03693986389,98012.48439057967,56814.508256848974,141935.72843880174,0.0,0.0,46559.785729405936,155714.10655689755,1.0,A
64,932998594,15898458,21247.51075470935,61567.47953737036,80958.47542504729,152070.92832474198,20474.419936911774,56818.76016371725,31699.892707168798,76998.23089417822,22627.91942589249,43601.02270681608,43186.23470704475,122806.2182373494,79545.47907009476,115534.0461006989,51415.796018242785,125586.64814859588,28065.347438231063,71794.18679457236,51165.083744678064,121091.73399174455,2.0,A
65,211419569,35662591,52574.150279628855,89009.07736726555,0.0,0.0,24149.909941576538,79118.10872356429,34642.981948613364,91415.9974719778,22967.361053448443,49914.11119302935,57664.81816736575,131307.766975516,44920.84311414954,87370.48845861918,38114.754738635485,112047.26612412474,32662.74145882605,94020.17820572881,64027.083600931124,150965.92650797564,4.0,B
66,1890593527,5734891,47279.656250587024,396441.14640453906,91419.58814123762,218402.05920235155,45138.1189113176,362035.56814575155,47074.57374408337,322915.8112468341,16176.41245013321,56699.1206738541,81628.42361514516,738450.8858582344,93438.56206391312,645917.1434504137,88915.89255987029,819663.5234632505,49869.87157040591,315886.61602923844,73244.97811392539,539659.2467840934,1.0,A
67,1111981902,40140117,27757.18220998214,82639.00730258701,63659.251546945336,120465.18298159965,0.0,0.0,23752.996065251347,66634.80407396717,22188.149602882404,46279.4177903492,33278.730055875865,132995.6211768234,17237.648388990252,88669.70605819371,23697.69419579924,97698.38868205687,25816.984666528053,80143.22628201025,53438.4341558516,175982.8580500781,5.0,C
68,1456047002,11002440,25225.71693685125,93365.65465607973,85119.35251937149,204128.0385053544,25783.4552819585,89385.62544767,35907.67517791717,96767.88079090057,16507.600984891265,42264.24361481291,35066.357619885246,93888.65128867496,34716.480144677975,100641.60870521788,45655.852556920254,120854.46051037607,31751.559002136542,104848.11209867935,49225.573803897336,178116.72894579565,1.0,A
69,2088969715,6792416,35445.170316457195,77710.66417604416,52253.60307774394,104896.01549902443,24818.51169180253,72303.32046631223,23721.133480781333,65444.683998332635,21104.339520860885,42942.68924336212,38996.2551608154,119541.4832344821,23747.18613049179,89420.96664737281,34701.44586846156,94683.98051281313,24093.98975594506,75438.41874873832,51832.64895698763,172066.62675141796,1.0,A
70,1160064144,21021604,20944.250435952086,59723.79195547402,127663.32892123755,169452.54167515598,21133.347384169967,81691.16572552739,52401.60899009847,75049.33445448401,2032.8094690482294,2764.693844284665,52853.05493024584,132062.77939673542,95129.69952783485,139445.26063425175,45303.76301751228,131762.3086953563,59168.00840365782,76467.22914996181,38263.38940651003,114994.56490758693,2.0,A
71,1158288485,31005903,15089.989943223234,47072.03988052314,39260.86435687463,81374.12737835308,17104.240822911506,38793.07461602453,26678.79003065436,40841.02307553507,17464.004233555443,35502.088592341606,17568.497128336247,46600.476021758885,10952.165751594555,46808.80813995372,18746.132881551235,46512.00286477814,24830.421811514283,45432.22716908509,38688.007203951056,111443.21809028203,4.0,B
72,798681796,42496889,39545.15037587966,135889.57475794508,0.0,0.0,37708.92356332843,126487.30733120852,53610.809921889275,159324.18895265413,0.0,0.0,50360.826031648496,190944.13143195753,99474.60258523302,155410.49273828114,58683.764431993855,122482.3181806018,51661.70025178334,152220.92604335822,85633.95833813601,251867.62753892038,5.0,C
73,92541280,27256080,40077.93850083364,144788.26465127117,187955.79066754613,420035.36091929546,38475.53039613154,140252.8465877088,57714.23850971776,179031.5073220832,0.0,0.0,32341.18815545993,152344.4309484519,25106.735031853867,120567.94888847545,23873.56471355665,82386.93791963892,45487.30307290072,144819.74644471274,79639.69643964122,259660.3457907905,3.0,B
74,1317554940,28574695,32610.513912286344,162464.45270176625,150959.83179927306,253690.17376187173,35312.298350663084,176827.32756346767,56846.19841598522,158873.4818003297,0.0,0.0,122440.67558866805,370458.09125760116,108612.50846632516,274607.7637912625,79572.59791567342,362068.1976012221,57491.014435339894,107275.91778232977,71278.03173980808,295917.62702990306,3.0,B
75,1038903770,12844995,28855.57846212397,89500.80985652511,84083.66024082365,190064.61619786933,24216.0127836122,73784.79824434829,36089.41444750561,82072.55635131813,21591.78950448501,54242.74458486619,72332.67517031364,74514.04815348501,95241.38534975296,131623.8652532764,57283.828776023176,99953.08201498461,32585.938047917334,90126.4874329958,54906.657693601934,214942.93343775632,1.0,A
76,958203396,31020902,37414.93591404121,73848.00015675518,89205.77537713133,133780.5008191909,0.0,0.0,23974.892473038057,59202.72516512327,23427.48698660804,43728.86160401853,27538.02835223457,110728.56171725618,15368.747458710746,71633.4467594334,21989.760025130334,69380.78967504633,24099.123048993148,65560.71441697016,46542.03386013708,136062.5326099451,4.0,B
77,1622981665,22494834,17182.976519204127,58782.97115329383,45096.78139611422,89830.95954527332,16670.956649637308,47254.68369926784,21607.702336076585,49406.894924681925,18785.137051755763,37811.67484074456,19942.417262200142,55499.21413795762,13905.094538656003,76124.72553092457,22268.07209443691,57303.40346162402,21864.02803453994,56542.264705366884,45237.971702881056,143752.44716260216,3.0,B
78,685475461,5453412,21398.863630815147,72390.71478521236,0.0,0.0,20576.22876874601,65347.172933139176,37058.06638055567,109747.77506032096,18270.262948137835,37254.970522524745,46360.97129234143,189583.61820399648,44707.09368078677,122669.40039716812,0.0,0.0,30250.917915330767,74392.36463379751,68125.01767826568,153069.433045976,1.0,A
